review,analysis,k,early_effect,final_effect,decay_ratio,direction_change,trajectory_cv,max_cumulative_shift,studies_per_year,span_years,mafi_score,mafi_class,I2,estimate_re,significant,fpi_k_component,fpi_bias_component,fpi_stability_component,fpi_decay_component,fpi_score,fpi_class
CD005582_pub5_data.rds,4::overall,6,0.074324,0.302408,4.06878,False,0.4678,0.372801,0.230769,26.0,0.2875,Low Fragility,0.0,0.302408,False,0.2059,0.7125,0.7661,0,43.14,Volatile
CD005595_pub4_data.rds,10::overall,39,-0.89977,0.068323,0.075934,True,1.5526,0.76018,1.083333,36.0,0.0109,Robust,0.0,0.182469,False,0.9734,0.9891,0.2237,0.538,70.28,Stable
CD005595_pub4_data.rds,11::overall,50,0.573746,0.161576,0.281615,False,0.469,0.315557,1.470588,34.0,,,12.31,0.23443,False,0.9948,0.5,0.7655,0.6408,74.3,Stable
CD005595_pub4_data.rds,12::overall,38,-0.641678,-0.217882,0.339551,False,0.5715,0.585144,1.151515,33.0,0.085,Robust,0.0,-0.217882,False,0.9692,0.915,0.7143,0.6698,83.2,Stable
CD005595_pub4_data.rds,1::overall,23,-0.038922,-0.039406,1.012423,False,0.7253,0.098554,0.741935,31.0,0.0041,Robust,0.0,-0.03809,False,0.7685,0.9959,0.6374,0.9938,83.76,Stable
CD005595_pub4_data.rds,2::overall,25,0.351401,0.007969,0.022678,False,0.8689,0.188209,0.961538,26.0,0.0387,Robust,0.0,0.003867,False,0.8176,0.9613,0.5655,0.5113,72.93,Stable
CD005595_pub4_data.rds,3::overall,16,0.046014,-0.01798,0.390752,True,1.4429,0.027061,0.484848,33.0,0.0467,Robust,0.0,-0.016647,False,0.5374,0.9533,0.2785,0.6954,60.83,Moderate
CD005595_pub4_data.rds,4::overall,10,0.786511,0.288302,0.366558,False,0.3309,0.144365,0.588235,17.0,0.232,Low Fragility,0.0,0.26449,False,0.3208,0.768,0.8346,0.6833,63.35,Moderate
CD005595_pub4_data.rds,5::overall,13,0.046646,-0.030099,0.645271,True,2.0947,0.012221,0.866667,15.0,0.0763,Robust,0.0,-0.02804,False,0.4256,0.9237,0,0.8226,52.31,Moderate
CD005595_pub4_data.rds,6::overall,10,-0.062493,-0.08548,1.367825,False,0.1577,0.00964,0.769231,13.0,0.1373,Robust,0.0,-0.076839,False,0.3208,0.8627,0.9212,0.8161,70.54,Stable
CD005595_pub4_data.rds,7::overall,7,-0.216378,-0.122877,0.567883,False,0.2077,0.072339,0.466667,15.0,0.2092,Low Fragility,0.0,-0.122877,False,0.2315,0.7908,0.8962,0.7839,64.8,Moderate
CD005595_pub4_data.rds,8::overall,12,-0.962236,-1.026189,1.066463,False,0.1157,0.439031,0.333333,36.0,0.3517,Moderate Fragility,42.33,-1.074446,True,0.3894,0.6483,0.9422,0.9668,70.78,Stable
CD005595_pub4_data.rds,9::overall,9,-0.204454,-0.100835,0.493194,False,0.3023,0.060189,0.529412,17.0,0.1593,Low Fragility,0.0,-0.101871,False,0.2891,0.8407,0.8488,0.7466,65.84,Moderate
CD005951_pub5_data.rds,1::overall,14,-0.565159,-0.011807,0.020892,False,1.4578,0.459192,0.777778,18.0,0.2594,Low Fragility,51.03,-0.03331,False,0.4626,0.7406,0.2711,0.5104,49.38,Volatile
CD005951_pub5_data.rds,2::overall,14,0.182332,-0.180161,0.988093,True,0.959,0.701192,0.636364,22.0,0.1797,Low Fragility,0.0,-0.180164,True,0.4626,0.8203,0.5205,0.994,67.28,Moderate
CD005951_pub5_data.rds,3::overall,8,-0.497456,-0.089198,0.179308,False,2.5917,0.564714,0.380952,21.0,0.3692,Moderate Fragility,35.09,0.123461,False,0.2592,0.6308,0,0.5897,35.34,Volatile
CD005951_pub5_data.rds,4::overall,15,0.400358,0.180218,0.450143,False,0.3788,0.16257,0.625,24.0,0.0809,Robust,0.0,0.180218,False,0.5,0.9191,0.8106,0.7251,72.74,Stable
CD005951_pub5_data.rds,5::overall,17,-0.573645,-0.024456,0.042632,False,0.9576,0.348164,0.772727,22.0,0.124,Robust,21.67,-0.05482,False,0.5744,0.876,0.5212,0.5213,62.59,Moderate
CD006023_pub4_data.rds,10::nan,18,-0.387652,-0.136062,0.350989,False,0.4425,0.314229,0.818182,22.0,,,41.16,0.024943,False,0.6106,0.5,0.7788,0.6755,63.8,Moderate
CD006023_pub4_data.rds,11::nan,18,-0.207564,-0.182258,0.878084,False,0.3648,0.228919,1.058824,17.0,0.064,Robust,0.0,-0.182258,False,0.6106,0.936,0.8176,0.939,80.94,Stable
CD006023_pub4_data.rds,12::nan,14,-0.065768,0.000647,0.009839,True,3.627,0.100234,0.933333,15.0,0.3008,Moderate Fragility,0.0,0.000647,False,0.4626,0.6992,0,0.5049,41.45,Volatile
CD006023_pub4_data.rds,13::nan,22,0.65896,0.426309,0.646941,False,0.1252,0.089072,1.222222,18.0,,,0.0,0.426309,True,0.7408,0.5,0.9374,0.8235,74.63,Stable
CD006023_pub4_data.rds,14::nan,21,0.032742,-0.055015,1.680251,True,25.8681,0.233252,0.724138,29.0,0.0598,Robust,9.36,-0.080674,False,0.7109,0.9402,0,0.6599,58.03,Moderate
CD006023_pub4_data.rds,15::nan,17,0.28009,0.229364,0.818891,False,0.1219,0.092888,0.944444,18.0,0.1293,Robust,0.0,0.229364,False,0.5744,0.8707,0.9391,0.9094,80.67,Stable
CD006023_pub4_data.rds,16::nan,14,0.451914,-0.157475,0.348462,True,22.5891,0.389494,0.875,16.0,0.1714,Low Fragility,8.36,-0.180158,False,0.4626,0.8286,0,0.6742,48.08,Volatile
CD006023_pub4_data.rds,17::nan,20,0.0,0.135465,,False,4.6725,0.733857,0.689655,29.0,0.0152,Robust,0.0,0.135465,False,0.6792,0.9848,0,0.5,55.0,Moderate
CD006023_pub4_data.rds,18::nan,36,0.071259,-0.356345,5.000693,True,1.7076,0.247692,1.5,24.0,0.0262,Robust,0.0,-0.356345,False,0.9589,0.9738,0.1462,0,56.77,Moderate
CD006023_pub4_data.rds,19::nan,31,0.006692,0.268592,40.13486,False,2.3567,0.182237,1.409091,22.0,0.0402,Robust,0.0,0.268592,False,0.9168,0.9598,0,0,51.5,Moderate
CD006023_pub4_data.rds,1::1.0,12,-0.883423,-0.986396,1.116561,False,0.2138,0.758091,0.666667,18.0,0.1257,Robust,59.57,-0.480416,True,0.3894,0.8743,0.8931,0.9417,74.7,Stable
CD006023_pub4_data.rds,1::2.0,25,0.179656,-0.173118,0.963608,True,1.4569,0.380413,1.136364,22.0,0.1257,Robust,59.57,-0.480416,True,0.8176,0.8743,0.2715,0.9818,72.81,Stable
CD006023_pub4_data.rds,1::nan,81,0.145473,-0.186759,1.283806,True,0.468,0.56897,2.53125,32.0,0.1257,Robust,59.57,-0.480416,True,0.9999,0.8743,0.766,0.8581,88.17,Stable
CD006023_pub4_data.rds,20::nan,32,-0.168221,-0.025564,0.151969,False,1.5386,0.235997,1.333333,24.0,0.0418,Robust,0.0,-0.025564,False,0.9276,0.9582,0.2307,0.576,69.07,Moderate
CD006023_pub4_data.rds,21::nan,16,-0.062147,-0.05599,0.900929,False,1.2983,0.374519,0.666667,24.0,0.1417,Robust,0.0,-0.05599,False,0.5374,0.8583,0.3508,0.9505,65.36,Moderate
CD006023_pub4_data.rds,22::nan,18,0.01368,-0.383656,28.044428,True,2.3486,0.337487,0.947368,19.0,0.0917,Robust,0.0,-0.383656,False,0.6106,0.9083,0,0,41.03,Volatile
CD006023_pub4_data.rds,23::nan,14,-0.153141,0.068766,0.449038,True,5.4226,0.197202,0.933333,15.0,0.1352,Robust,0.0,0.068766,False,0.4626,0.8648,0,0.7245,49.99,Volatile
CD006023_pub4_data.rds,24::nan,8,0.185918,-0.373709,2.010072,True,11.0388,0.524228,0.533333,15.0,0.3287,Moderate Fragility,0.0,-0.373709,False,0.2592,0.6713,0,0.495,34.46,Volatile
CD006023_pub4_data.rds,25::nan,6,-0.088927,0.43281,4.867024,True,9.0364,0.521322,0.6,10.0,0.3882,Moderate Fragility,0.0,0.43281,False,0.2059,0.6118,0,0,21.47,High Risk
CD006023_pub4_data.rds,2::1.0,8,-2.208276,-1.026389,0.464792,False,0.332,1.033027,0.5,16.0,0.1432,Robust,66.06,-0.143598,False,0.2592,0.8568,0.834,0.7324,64.69,Moderate
CD006023_pub4_data.rds,2::2.0,24,0.380205,-0.181988,0.478657,True,1.9314,0.465213,1.090909,22.0,0.1432,Robust,66.06,-0.143598,False,0.7941,0.8568,0.0343,0.7393,60.89,Moderate
CD006023_pub4_data.rds,2::nan,56,1.064887,0.127976,0.120178,False,5.103,0.55623,1.866667,30.0,0.1432,Robust,66.06,-0.143598,False,0.9979,0.8568,0,0.5601,62.56,Moderate
CD006023_pub4_data.rds,3::1.0,8,-0.345587,0.000593,0.001715,True,1.1999,0.222344,0.363636,22.0,0.1601,Low Fragility,75.41,-0.675753,True,0.2592,0.8399,0.4001,0.5009,48.79,Volatile
CD006023_pub4_data.rds,3::2.0,11,-0.681026,-0.289643,0.425304,False,0.6352,0.584692,0.916667,12.0,0.1601,Low Fragility,75.41,-0.675753,True,0.3543,0.8399,0.6824,0.7127,62.94,Moderate
CD006023_pub4_data.rds,3::nan,62,-1.351264,-0.54275,0.401661,False,0.3036,0.377492,1.9375,32.0,0.1601,Low Fragility,75.41,-0.675753,True,0.9991,0.8399,0.8482,0.7008,86.19,Stable
CD006023_pub4_data.rds,4::2.0,8,-0.047861,0.003791,0.079207,True,3.8352,0.05112,0.363636,22.0,0.1207,Robust,55.5,0.4058,True,0.2592,0.8793,0,0.5396,40.55,Volatile
CD006023_pub4_data.rds,4::nan,53,0.041373,0.460448,11.129088,False,0.269,0.213901,1.65625,32.0,0.1207,Robust,55.5,0.4058,True,0.9967,0.8793,0.8655,0,73.52,Stable
CD006023_pub4_data.rds,5::2.0,11,-0.010304,-0.136738,13.270562,False,1.2419,0.791877,0.5,22.0,0.0483,Robust,19.27,0.137391,False,0.3543,0.9517,0.379,0,43.9,Volatile
CD006023_pub4_data.rds,5::nan,54,0.041542,0.248709,5.986967,False,0.921,0.167626,1.6875,32.0,0.0483,Robust,19.27,0.137391,False,0.9971,0.9517,0.5395,0,67.19,Moderate
CD006023_pub4_data.rds,6::1.0,7,-0.010304,0.140179,13.60455,True,0.6594,0.325083,0.318182,22.0,0.0198,Robust,0.0,-0.107936,False,0.2315,0.9802,0.6703,0,48.21,Volatile
CD006023_pub4_data.rds,6::2.0,6,-0.064773,-0.137622,2.12468,False,0.2656,0.074235,0.666667,9.0,0.0198,Robust,0.0,-0.107936,False,0.2059,0.9802,0.8672,0.4377,61.11,Moderate
CD006023_pub4_data.rds,6::nan,68,0.006869,-0.059056,8.59739,True,4.8768,0.084657,2.266667,30.0,0.0198,Robust,0.0,-0.107936,False,0.9996,0.9802,0,0,54.49,Moderate
CD006023_pub4_data.rds,7::nan,28,-0.103585,0.480633,4.639977,True,0.8626,0.453002,1.076923,26.0,0.1647,Low Fragility,10.47,0.47875,True,0.8754,0.8353,0.5687,0,61.36,Moderate
CD006023_pub4_data.rds,8::nan,30,-0.51834,0.286245,0.552235,True,1.2526,0.631833,1.0,30.0,,,11.84,0.190078,False,0.9047,0.5,0.3737,0.7761,64.5,Moderate
CD006023_pub4_data.rds,9::nan,25,-0.58113,-0.277071,0.47678,False,0.3233,0.450154,1.190476,21.0,0.2174,Low Fragility,68.45,-0.587083,True,0.8176,0.7826,0.8384,0.7384,79.82,Stable
CD006027_pub3_data.rds,1::overall,28,-0.449655,-0.086763,0.192954,False,0.8692,0.435142,0.666667,42.0,0.1469,Robust,33.43,-0.014118,False,0.8754,0.8531,0.5654,0.5965,73.66,Stable
CD006027_pub3_data.rds,2::overall,33,-1.687742,-0.231383,0.137096,False,1.1634,0.76517,0.785714,42.0,0.2467,Low Fragility,74.79,-0.387064,False,0.937,0.7533,0.4183,0.5685,68.77,Moderate
CD006027_pub3_data.rds,3::overall,16,0.75261,0.073525,0.097694,False,1.2719,0.361412,0.5,32.0,0.1402,Robust,20.19,0.097218,False,0.5374,0.8598,0.364,0.5488,57.7,Moderate
CD006027_pub3_data.rds,4::overall,9,0.616123,0.230728,0.374483,False,0.3863,0.394533,0.333333,27.0,,,,,,0.2891,0.5,0.8069,0.6872,55.09,Moderate
CD006124_pub3_data.rds,1::overall,14,-0.818756,-0.043439,0.053055,False,0.6204,0.414177,1.076923,13.0,0.2499,Low Fragility,0.0,-0.043439,False,0.4626,0.7501,0.6898,0.5265,60.4,Moderate
CD006124_pub3_data.rds,2::overall,16,-0.121894,0.021693,0.177969,True,1.5836,0.222895,1.0,16.0,0.1682,Low Fragility,0.0,0.021693,False,0.5374,0.8318,0.2082,0.589,53.9,Moderate
CD006124_pub3_data.rds,3::overall,15,-0.199291,0.380503,1.909286,True,0.6566,0.661828,0.9375,16.0,0.0982,Robust,0.0,0.380503,False,0.5,0.9018,0.6717,0.5454,65.25,Moderate
CD006124_pub3_data.rds,4::overall,15,-0.04801,0.308965,6.435425,True,2.4296,0.313305,0.9375,16.0,0.3058,Moderate Fragility,57.09,0.213723,False,0.5,0.6942,0,0,32.36,Volatile
CD006124_pub3_data.rds,5::overall,14,-0.49164,-0.049038,0.099743,False,0.4987,0.11023,0.875,16.0,0.1577,Low Fragility,0.0,-0.049038,False,0.4626,0.8423,0.7507,0.5499,64.7,Moderate
CD006124_pub3_data.rds,6::overall,13,-0.030195,-0.048576,1.608762,False,1.9475,0.123363,0.8125,16.0,0.1484,Robust,0.0,-0.048576,False,0.4256,0.8516,0.0262,0.6956,48.62,Volatile
CD006124_pub3_data.rds,7::overall,9,-0.030195,0.066933,2.21674,True,1.4558,0.1171,0.5625,16.0,0.221,Low Fragility,0.0,0.066933,False,0.2891,0.779,0.2721,0.3916,42.78,Volatile
CD006182_pub3_data.rds,1::1,20,0.277653,0.208847,0.752186,False,0.799,0.524993,1.333333,15.0,0.2355,Low Fragility,64.65,0.409412,True,0.6792,0.7645,0.6005,0.8761,72.02,Stable
CD006182_pub3_data.rds,1::2,8,0.425584,0.269688,0.63369,False,1.2422,0.572788,0.533333,15.0,0.2355,Low Fragility,64.65,0.409412,True,0.2592,0.7645,0.3789,0.8168,52.7,Moderate
CD006182_pub3_data.rds,2::1,11,-0.009095,0.164222,18.057259,True,1.2551,0.129991,0.733333,15.0,0.114,Robust,0.0,0.076459,False,0.3543,0.886,0.3724,0,42.09,Volatile
CD006182_pub3_data.rds,3::1,10,0.460045,0.249611,0.542579,False,0.3325,0.288833,0.666667,15.0,,,14.75,0.32627,True,0.3208,0.5,0.8337,0.7713,58.39,Moderate
CD006182_pub3_data.rds,4::1,8,0.567448,0.104256,0.183728,False,0.609,0.299344,0.533333,15.0,0.1761,Low Fragility,0.0,0.117622,False,0.2592,0.8239,0.6955,0.5919,57.6,Moderate
CD006185_pub6_data.rds,1::1.0,135,1.165304,0.507715,0.435693,False,0.3632,0.538555,6.136364,22.0,0.0374,Robust,18.05,0.453643,True,1.0,0.9626,0.8184,0.7178,88.88,Stable
CD006185_pub6_data.rds,1::2.0,78,0.337756,0.376938,1.116004,False,0.5307,0.581682,3.545455,22.0,0.0374,Robust,18.05,0.453643,True,0.9999,0.9626,0.7347,0.942,91.27,Stable
CD006185_pub6_data.rds,1::3.0,60,0.523632,0.41414,0.790899,False,0.3848,0.537784,2.727273,22.0,0.0374,Robust,18.05,0.453643,True,0.9988,0.9626,0.8076,0.8954,92.13,Stable
CD006185_pub6_data.rds,1::4.0,19,0.400664,0.806732,2.01349,False,0.2343,0.889376,0.863636,22.0,0.0374,Robust,18.05,0.453643,True,0.6457,0.9626,0.8829,0.4933,75.37,Stable
CD006185_pub6_data.rds,1::5.0,42,-0.277031,0.471893,1.703396,True,0.3852,0.724947,1.909091,22.0,0.0374,Robust,18.05,0.453643,True,0.9829,0.9626,0.8074,0.6483,86.7,Stable
CD006185_pub6_data.rds,1::nan,51,-0.277031,0.444786,1.605549,True,0.3958,0.724947,2.318182,22.0,0.0374,Robust,18.05,0.453643,True,0.9955,0.9626,0.8021,0.6972,87.93,Stable
CD006185_pub6_data.rds,2::1.0,58,-0.374537,-0.155352,0.414783,False,0.2705,0.098189,2.761905,21.0,,,,,,0.9984,0.5,0.8648,0.7074,78.22,Stable
CD006185_pub6_data.rds,2::2.0,46,-0.230639,-0.13436,0.582558,False,0.3341,0.029828,2.421053,19.0,,,,,,0.9905,0.5,0.8329,0.7913,78.87,Stable
CD006185_pub6_data.rds,2::3.0,38,-0.189339,-0.070726,0.37354,False,0.5053,0.05132,1.809524,21.0,,,,,,0.9692,0.5,0.7473,0.6868,74.0,Stable
CD006185_pub6_data.rds,2::nan,8,1.362117,0.573496,0.421033,False,0.353,0.47936,0.5,16.0,,,,,,0.2592,0.5,0.8235,0.7105,55.07,Moderate
CD006185_pub6_data.rds,3::1.0,34,-0.219369,-0.084958,0.387284,False,0.4328,0.053141,1.888889,18.0,0.001,Robust,0.0,-0.096344,False,0.9453,0.999,0.7836,0.6936,86.8,Stable
CD006185_pub6_data.rds,3::2.0,27,-0.230639,-0.115688,0.501597,False,0.4429,0.058977,1.421053,19.0,0.001,Robust,0.0,-0.096344,False,0.8581,0.999,0.7785,0.7508,85.2,Stable
CD006185_pub6_data.rds,3::3.0,20,-0.035903,0.001329,0.037028,True,3.8909,0.038826,1.25,16.0,0.001,Robust,0.0,-0.096344,False,0.6792,0.999,0,0.5185,55.72,Moderate
CD006185_pub6_data.rds,3::nan,73,-0.228698,-0.125309,0.547923,False,0.3243,0.060458,3.47619,21.0,0.001,Robust,0.0,-0.096344,False,0.9998,0.999,0.8378,0.774,91.39,Stable
CD006185_pub6_data.rds,4::nan,17,-0.161647,-0.068053,0.420998,False,0.3759,0.049417,1.0625,16.0,0.0507,Robust,0.0,-0.068053,False,0.5744,0.9493,0.812,0.7105,75.48,Stable
CD006185_pub6_data.rds,5::nan,42,-0.222375,-0.070025,0.314896,False,0.5285,0.056147,2.210526,19.0,0.0037,Robust,0.0,-0.070025,False,0.9829,0.9963,0.7358,0.6574,85.94,Stable
CD006185_pub6_data.rds,6::nan,15,0.004297,-0.036105,8.402084,True,0.886,0.06243,1.071429,14.0,0.1086,Robust,0.0,-0.036105,False,0.5,0.8914,0.557,0,51.21,Moderate
CD006185_pub6_data.rds,7::1.0,20,-1.52062,-0.159201,0.104695,False,1.4789,0.69869,0.909091,22.0,0.0047,Robust,0.0,-0.104059,False,0.6792,0.9953,0.2605,0.5523,62.82,Moderate
CD006185_pub6_data.rds,7::2.0,54,-0.062336,-0.244517,3.922533,False,0.376,0.662925,2.842105,19.0,0.0047,Robust,0.0,-0.104059,False,0.9971,0.9953,0.812,0,75.1,Stable
CD006185_pub6_data.rds,7::3.0,23,0.314165,0.273026,0.869053,False,0.7082,0.28698,2.3,10.0,0.0047,Robust,0.0,-0.104059,False,0.7685,0.9953,0.6459,0.9345,82.78,Stable
CD006185_pub6_data.rds,8::nan,101,-0.228698,-0.059429,0.259857,False,1.2043,0.102423,4.590909,22.0,0.0031,Robust,0.0,-0.059429,False,1.0,0.9969,0.3979,0.6299,77.47,Stable
CD006257_pub2_data.rds,10::overall,24,0.040802,-0.375435,9.201308,True,0.609,0.643162,0.727273,33.0,,,0.0,-0.375435,True,0.7941,0.5,0.6955,0,53.71,Moderate
CD006257_pub2_data.rds,11::overall,38,0.201457,-0.325868,1.617559,True,0.6483,1.71236,1.1875,32.0,0.1924,Low Fragility,76.02,-0.279095,False,0.9692,0.8076,0.6759,0.6912,79.99,Stable
CD006257_pub2_data.rds,12::overall,29,1.869355,0.588149,0.314627,False,0.5943,1.567376,1.16,25.0,0.1511,Low Fragility,65.21,0.872298,True,0.8909,0.8489,0.7028,0.6573,78.67,Stable
CD006257_pub2_data.rds,13::overall,10,0.05419,1.22615,22.626978,False,0.6067,0.991396,0.333333,30.0,,,53.54,0.410089,False,0.3208,0.5,0.6966,0,39.54,Volatile
CD006257_pub2_data.rds,14::overall,14,0.367705,1.162198,3.160683,False,0.3095,0.649856,0.538462,26.0,,,0.0,1.162198,True,0.4626,0.5,0.8453,0,47.51,Volatile
CD006257_pub2_data.rds,15::overall,8,-0.204091,-0.488564,2.393852,False,0.3889,0.264862,1.333333,6.0,0.221,Low Fragility,0.0,-0.488564,False,0.2592,0.779,0.8055,0.3031,53.45,Moderate
CD006257_pub2_data.rds,1::overall,123,0.066155,-0.026351,0.398325,True,1.7195,0.512513,3.727273,33.0,0.1101,Robust,51.91,-0.102536,False,1.0,0.8899,0.1402,0.6992,69.74,Moderate
CD006257_pub2_data.rds,2::overall,80,0.671773,-0.022171,0.033003,True,5.4249,1.02715,2.424242,33.0,0.1608,Low Fragility,71.97,-0.03335,False,0.9999,0.8392,0,0.5165,61.31,Moderate
CD006257_pub2_data.rds,3::overall,102,1.228178,-0.010063,0.008194,True,3.9463,0.796536,3.090909,33.0,0.1451,Robust,58.74,-0.029334,False,1.0,0.8549,0,0.5041,61.45,Moderate
CD006257_pub2_data.rds,4::overall,25,-0.190024,-0.211045,1.110622,False,0.3378,0.302157,0.78125,32.0,0.0845,Robust,24.74,-0.187923,False,0.8176,0.9155,0.8311,0.9447,87.09,Stable
CD006257_pub2_data.rds,5::overall,23,-0.246971,-0.294517,1.192514,False,0.2736,0.07948,0.92,25.0,0.0412,Robust,0.0,-0.294517,True,0.7685,0.9588,0.8632,0.9037,86.68,Stable
CD006257_pub2_data.rds,6::overall,17,0.022078,-0.076072,3.445592,True,1.3271,0.045978,0.566667,30.0,,,0.0,-0.076072,False,0.5744,0.5,0.3365,0,38.14,Volatile
CD006257_pub2_data.rds,7::overall,21,-0.800515,-0.214132,0.267493,False,0.4641,0.356387,0.875,24.0,0.0698,Robust,17.69,-0.198847,True,0.7109,0.9302,0.768,0.6337,76.46,Stable
CD006257_pub2_data.rds,8::overall,8,-0.255632,0.252169,0.986452,True,17.0879,0.532712,0.4,20.0,0.3071,Moderate Fragility,0.0,0.252169,False,0.2592,0.6929,0,0.9932,44.96,Volatile
CD006257_pub2_data.rds,9::overall,16,-0.403981,0.061873,0.153157,True,2.6126,0.217702,0.8,20.0,0.0643,Robust,0.0,0.061873,False,0.5374,0.9357,0,0.5766,51.05,Moderate
CD006404_pub5_data.rds,10::11.0,8,0.346907,0.083195,0.23982,False,0.4806,0.175482,0.363636,22.0,0.0601,Robust,29.06,-0.033541,False,0.2592,0.9399,0.7597,0.6199,62.66,Moderate
CD006404_pub5_data.rds,10::12.0,10,-0.556155,-0.098531,0.177165,False,1.143,0.306732,0.454545,22.0,0.0601,Robust,29.06,-0.033541,False,0.3208,0.9399,0.4285,0.5886,55.61,Moderate
CD006404_pub5_data.rds,10::20.0,8,0.212992,0.02858,0.134182,False,0.6982,0.152003,1.142857,7.0,0.0601,Robust,29.06,-0.033541,False,0.2592,0.9399,0.6509,0.5671,58.89,Moderate
CD006404_pub5_data.rds,10::31.0,10,-0.081139,0.085354,1.05194,True,0.7865,0.165122,0.454545,22.0,0.0601,Robust,29.06,-0.033541,False,0.3208,0.9399,0.6068,0.974,67.77,Moderate
CD006404_pub5_data.rds,10::34.0,7,0.049074,-0.017525,0.357119,True,2.0895,0.112607,0.875,8.0,0.0601,Robust,29.06,-0.033541,False,0.2315,0.9399,0,0.6786,44.01,Volatile
CD006404_pub5_data.rds,10::nan,12,-0.366681,-0.092253,0.251589,False,0.3977,0.166523,2.0,6.0,0.0601,Robust,29.06,-0.033541,False,0.3894,0.9399,0.8012,0.6258,67.72,Moderate
CD006404_pub5_data.rds,1::nan,23,-0.129358,-0.668345,5.166631,False,0.7744,0.363402,1.769231,13.0,,,19.66,-0.565997,True,0.7685,0.5,0.6128,0,50.88,Moderate
CD006404_pub5_data.rds,2::nan,20,0.212179,0.115085,0.542393,False,0.3035,0.123131,2.5,8.0,0.0439,Robust,0.0,0.115085,False,0.6792,0.9561,0.8482,0.7712,80.91,Stable
CD006404_pub5_data.rds,3::nan,32,-0.413748,-0.798203,1.929203,False,0.371,0.308861,2.461538,13.0,0.1447,Robust,63.71,-0.570848,True,0.9276,0.8553,0.8145,0.5354,80.28,Stable
CD006404_pub5_data.rds,4::nan,31,-0.340313,-0.350696,1.030508,False,0.2889,0.155867,3.875,8.0,0.1019,Robust,46.49,-0.336001,True,0.9168,0.8981,0.8556,0.9847,91.04,Stable
CD006404_pub5_data.rds,5::nan,31,0.177919,0.001217,0.006838,False,0.9091,0.441375,2.384615,13.0,0.0778,Robust,0.0,0.001217,False,0.9168,0.9222,0.5454,0.5034,74.27,Stable
CD006404_pub5_data.rds,6::nan,21,-0.328715,0.040365,0.122796,True,0.7362,0.108689,1.615385,13.0,0.097,Robust,0.0,0.040365,False,0.7109,0.903,0.6319,0.5614,70.93,Stable
CD006404_pub5_data.rds,7::nan,20,0.57377,0.48556,0.846262,False,0.0537,0.055224,2.5,8.0,0.0165,Robust,0.0,0.48556,False,0.6792,0.9835,0.9731,0.9231,87.76,Stable
CD006404_pub5_data.rds,8::nan,24,0.990619,0.653932,0.660125,False,0.2633,0.219471,3.0,8.0,0.062,Robust,0.0,0.653932,True,0.7941,0.938,0.8683,0.8301,85.58,Stable
CD006404_pub5_data.rds,9::nan,27,1.663708,1.009544,0.606804,False,0.166,0.212872,3.375,8.0,0.0105,Robust,0.0,1.009544,True,0.8581,0.9895,0.917,0.8034,89.48,Stable
CD006475_pub3_data.rds,10::1.0,10,-0.937168,-0.478873,0.510978,False,0.2934,0.284492,1.25,8.0,0.0856,Robust,38.99,-0.277572,True,0.3208,0.9144,0.8533,0.7555,68.93,Moderate
CD006475_pub3_data.rds,10::2.0,16,0.193306,-0.126713,0.655505,True,1.0878,0.124808,1.142857,14.0,0.0856,Robust,38.99,-0.277572,True,0.5374,0.9144,0.4561,0.8278,66.94,Moderate
CD006475_pub3_data.rds,11::1.0,7,-0.383762,-0.318158,0.829051,False,0.1039,0.1089,0.538462,13.0,0.1245,Robust,4.23,-0.216104,True,0.2315,0.8755,0.948,0.9145,70.82,Stable
CD006475_pub3_data.rds,11::2.0,12,-0.043299,-0.121427,2.804348,False,0.3372,0.121515,0.857143,14.0,0.1245,Robust,4.23,-0.216104,True,0.3894,0.8755,0.8314,0.0978,56.31,Moderate
CD006475_pub3_data.rds,1::nan,13,-0.212777,-0.101276,0.475975,False,0.1611,0.040054,0.764706,17.0,0.1665,Low Fragility,8.24,-0.081363,False,0.4256,0.8335,0.9194,0.738,71.35,Stable
CD006475_pub3_data.rds,2::nan,28,-0.505284,-0.195035,0.385991,False,0.305,0.215724,1.473684,19.0,0.0083,Robust,2.1,-0.195918,True,0.8754,0.9917,0.8475,0.693,86.1,Stable
CD006475_pub3_data.rds,3::nan,12,0.174052,0.074998,0.430893,False,0.2839,0.078796,0.923077,13.0,0.1243,Robust,27.47,-0.083917,False,0.3894,0.8757,0.858,0.7154,69.33,Moderate
CD006475_pub3_data.rds,4::1.0,10,-0.293702,-0.218415,0.743662,False,0.1032,0.059912,0.909091,11.0,0.2233,Low Fragility,16.6,-0.143477,True,0.3208,0.7767,0.9484,0.8718,70.19,Stable
CD006475_pub3_data.rds,6::1.0,19,-0.323069,-0.229159,0.709317,False,0.1035,0.047583,1.0,19.0,0.146,Robust,30.49,-0.216019,True,0.6457,0.854,0.9483,0.8547,81.52,Stable
CD006475_pub3_data.rds,6::2.0,11,-0.23776,-0.096961,0.407809,False,0.3152,0.121322,0.785714,14.0,0.146,Robust,30.49,-0.216019,True,0.3543,0.854,0.8424,0.7039,67.12,Moderate
CD006475_pub3_data.rds,7::1.0,7,-0.129689,-0.238341,1.837789,False,0.2719,0.186011,0.636364,11.0,0.3316,Moderate Fragility,26.95,-0.197432,False,0.2315,0.6684,0.864,0.5811,56.88,Moderate
